ds_cargo,cd_municipio,nm_municipio,nr_turno,sg_uf,nr_zona,qt_secoes_agregadas,qt_aptos_tot,qt_comparecimento,qt_votos_nom_validos,qt_votos_brancos,qt_total_vt_leg_validos,qt_total_votos_anulados,qt_votos_validos,qt_votos,qt_total_votos_nulos
Deputado Estadual,75140,BOA VENTURA DE SÃO ROQUE,1,PR,38,0,5042,4185,3632,179,310,0,3942,4185,59
Deputado Estadual,75159,COLORADO,1,PR,95,0,19288,14817,12219,1012,801,0,13020,14817,779
Deputado Estadual,75167,BOM JESUS DO SUL,1,PR,131,0,3492,2975,2650,95,201,0,2851,2975,28
Deputado Estadual,75175,CONGONHINHAS,1,PR,99,0,6576,5160,4481,244,323,0,4804,5160,100
Deputado Estadual,75183,CAMPINA DO SIMÃO,1,PR,44,0,3644,2862,2476,123,206,0,2682,2862,55
Deputado Estadual,75191,CONSELHEIRO MAIRINCK,1,PR,79,0,2980,2390,2028,119,142,0,2170,2390,84
Deputado Estadual,75205,CAMPO MAGRO,1,PR,182,3,20094,16566,13271,1596,1093,0,14364,16566,581
Deputado Estadual,75213,CONTENDA,1,PR,50,0,12822,10696,8016,1415,724,0,8740,10696,521
Deputado Estadual,75221,CARAMBEÍ,1,PR,139,0,16435,13740,9988,1094,690,0,10678,13740,454
Deputado Estadual,75230,CORBÉLIA,1,PR,126,1,14334,11401,9933,636,587,0,10520,11401,245
Deputado Estadual,75248,CORONEL DOMINGOS SOARES,1,PR,32,0,5081,3997,3395,202,339,0,3734,3997,61
Deputado Estadual,75256,CORNÉLIO PROCÓPIO,1,PR,26,5,35481,28439,24519,1492,1408,0,25927,28439,984
Deputado Estadual,75264,CRUZMALTINA,1,PR,110,0,2832,2172,1928,94,115,0,2043,2172,35
Deputado Estadual,75272,CORONEL VIVIDA,1,PR,101,1,17412,14276,11852,1000,849,0,12701,14276,438
Deputado Estadual,75280,CORUMBATAÍ DO SUL,1,PR,133,0,3583,2810,2390,121,253,0,2643,2810,46
Deputado Estadual,75299,CRUZEIRO DO OESTE,1,PR,86,0,17314,13019,10963,758,850,0,11813,13019,410
Deputado Estadual,75302,ESPERANÇA NOVA,1,PR,135,0,2039,1611,1459,48,79,0,1538,1611,25
Deputado Estadual,75310,CRUZEIRO DO SUL,1,PR,91,0,3998,3177,2650,184,248,0,2898,3177,94
Deputado Estadual,75329,ESPIGÃO ALTO DO IGUAÇU,1,PR,163,0,4375,3319,2898,115,239,0,3137,3319,62
Deputado Estadual,75337,CRUZ MACHADO,1,PR,153,7,13616,11248,8981,912,778,0,9759,11248,576
Deputado Estadual,75345,FERNANDES PINHEIRO,1,PR,53,0,5350,4502,3874,251,291,0,4165,4502,83
Deputado Estadual,75353,CURITIBA,1,PR,1,0,137425,113601,95568,6651,6488,0,102056,113601,4483
Deputado Estadual,75353,CURITIBA,1,PR,2,0,147493,121209,100314,8304,7164,0,107478,121209,5095
Deputado Estadual,75353,CURITIBA,1,PR,3,0,140204,113191,90474,9932,6820,0,97294,113191,5259
Deputado Estadual,75353,CURITIBA,1,PR,4,0,142684,116765,94112,8977,7121,0,101233,116765,5672
Deputado Estadual,75353,CURITIBA,1,PR,145,0,141347,114434,89442,10980,7196,0,96638,114434,5809
Deputado Estadual,75353,CURITIBA,1,PR,174,1,140472,114209,93405,8483,6770,0,100175,114209,5053
Deputado Estadual,75353,CURITIBA,1,PR,175,0,135820,108116,81014,12657,7017,0,88031,108116,6005
Deputado Estadual,75353,CURITIBA,1,PR,176,0,131418,108231,88199,8213,6171,0,94370,108231,5195
Deputado Estadual,75353,CURITIBA,1,PR,177,1,149480,120357,102285,6587,7051,0,109336,120357,4070
Deputado Estadual,75353,CURITIBA,1,PR,178,0,145302,119473,100381,7285,6842,0,107223,119473,4572
Deputado Estadual,75361,FOZ DO JORDÃO,1,PR,168,0,4366,3379,2881,161,279,0,3160,3379,45
Deputado Estadual,75370,CURIÚVA,1,PR,119,0,10791,8187,6102,713,644,0,6746,8187,308
Deputado Estadual,75388,GOIOXIM,1,PR,203,0,5326,4270,3778,135,285,0,4063,4270,72
Deputado Estadual,75396,DIAMANTE DO NORTE,1,PR,96,0,4556,3471,2978,208,178,0,3156,3471,99
Deputado Estadual,75400,DIAMANTE D'OESTE,1,PR,129,0,3805,3003,2660,88,218,0,2878,3003,36
Deputado Estadual,75418,DOIS VIZINHOS,1,PR,115,0,32629,26714,22817,1884,1366,0,24183,26714,640
Deputado Estadual,75426,GUAMIRANGA,1,PR,29,0,6469,5559,4518,474,376,0,4894,5559,155
Deputado Estadual,75434,DOUTOR CAMARGO,1,PR,154,0,5112,4140,3418,278,231,0,3649,4140,212
Deputado Estadual,75442,IMBAÚ,1,PR,111,0,8337,6938,5567,574,580,0,6147,6938,210
Deputado Estadual,75450,ENÉAS MARQUES,1,PR,69,0,5434,4462,3921,198,243,0,4164,4462,100
Deputado Estadual,75469,MANFRINÓPOLIS,1,PR,69,0,2965,2468,2199,76,171,0,2370,2468,21
Deputado Estadual,75477,ENGENHEIRO BELTRÃO,1,PR,116,1,10827,8335,7438,309,473,0,7911,8335,112
Deputado Estadual,75485,MARQUINHO,1,PR,134,0,3727,3129,2771,68,246,0,3017,3129,42
Deputado Estadual,75493,FAXINAL,1,PR,110,0,12654,9701,8370,565,548,0,8918,9701,181
Deputado Estadual,75507,PEROBAL,1,PR,142,0,5372,4310,3733,177,295,0,4028,4310,105
Deputado Estadual,75515,FÊNIX,1,PR,116,0,4083,3134,2762,108,200,0,2962,3134,63
Deputado Estadual,75523,PONTAL DO PARANÁ,1,PR,194,2,21262,16155,13479,1044,1038,0,14517,16155,460
Deputado Estadual,75531,FLORAÍ,1,PR,71,0,4437,3746,3251,189,210,0,3461,3746,95
Deputado Estadual,75540,PORTO BARREIRO,1,PR,45,0,3109,2608,2358,66,139,0,2497,2608,44
Deputado Estadual,75558,FLORESTA,1,PR,154,0,6963,5710,5147,190,238,0,5385,5710,135
Deputado Estadual,75566,PRADO FERREIRA,1,PR,65,0,3142,2588,2281,107,144,0,2425,2588,36
Deputado Estadual,75574,FLORESTÓPOLIS,1,PR,65,0,9267,7826,6895,309,407,0,7302,7826,137
Deputado Estadual,75582,QUARTO CENTENÁRIO,1,PR,92,0,3655,2886,2516,114,185,0,2701,2886,39
Deputado Estadual,75590,FLÓRIDA,1,PR,150,0,2300,1987,1804,51,83,0,1887,1987,41
Deputado Estadual,75604,RESERVA DO IGUAÇU,1,PR,160,0,5381,4181,3570,212,310,0,3880,4181,88
Deputado Estadual,75612,FORMOSA DO OESTE,1,PR,120,0,6336,4903,4224,243,287,0,4511,4903,148
Deputado Estadual,75620,RIO BRANCO DO IVAÍ,1,PR,136,0,3582,2674,2337,87,205,0,2542,2674,40
Deputado Estadual,75639,FOZ DO IGUAÇU,1,PR,46,0,104940,85423,68658,5611,4615,0,73273,85423,2387
Deputado Estadual,75639,FOZ DO IGUAÇU,1,PR,147,0,90955,73033,57943,5239,4426,0,62369,73033,2140
Deputado Estadual,75647,SERRANÓPOLIS DO IGUAÇU,1,PR,114,0,4381,3651,3167,186,201,0,3368,3651,83
Deputado Estadual,75655,FRANCISCO BELTRÃO,1,PR,69,0,68472,55381,46790,4123,2911,0,49701,55381,1532
Deputado Estadual,75663,TAMARANA,1,PR,146,0,8370,6510,5701,287,375,0,6076,6510,100
Deputado Estadual,75671,GENERAL CARNEIRO,1,PR,153,5,8622,6682,5375,566,563,0,5938,6682,175
Deputado Estadual,75698,GOIOERÊ,1,PR,92,0,22582,17145,13985,1053,1074,0,15059,17145,407
Deputado Estadual,75710,GUAÍRA,1,PR,90,0,23481,18400,15817,1124,1102,0,16919,18400,347
Deputado Estadual,75736,GUAIRAÇÁ,1,PR,105,0,5140,4134,3558,189,259,0,3817,4134,116
Deputado Estadual,75744,ROSÁRIO DO IVAÍ,1,PR,136,0,4947,3612,3064,167,301,0,3365,3612,79
Deputado Estadual,75752,GUAPIRAMA,1,PR,55,0,3731,3049,2697,111,170,0,2867,3049,68
Deputado Estadual,75760,NOVA TEBAS,1,PR,196,0,5753,4673,4039,136,349,0,4388,4673,74
Deputado Estadual,75779,GUAPOREMA,1,PR,127,0,1981,1582,1425,43,87,0,1512,1582,19
Deputado Estadual,75787,SULINA,1,PR,151,0,2813,2384,2062,111,144,0,2206,2384,67
Deputado Estadual,75795,GUARACI,1,PR,64,0,4219,3472,3036,160,182,0,3218,3472,89
Deputado Estadual,75809,LUIZIANA,1,PR,183,0,5762,4557,3794,290,377,0,4171,4557,90
Deputado Estadual,75817,GUARANIAÇU,1,PR,112,1,11226,8827,7650,410,559,0,8209,8827,208
Deputado Estadual,75833,GUARAPUAVA,1,PR,43,1,74489,60667,50104,4818,3636,0,53740,60667,1911
Deputado Estadual,75833,GUARAPUAVA,1,PR,44,0,57691,46565,38142,3941,2706,0,40848,46565,1551
Deputado Estadual,75850,GUARAQUEÇABA,1,PR,6,0,6933,5405,4717,239,339,0,5056,5405,92
Deputado Estadual,75876,GUARATUBA,1,PR,161,0,28533,21954,18801,1236,1270,0,20071,21954,562
Deputado Estadual,75892,IBAITI,1,PR,79,0,21622,16608,12382,1284,946,0,13328,16608,593
Deputado Estadual,75914,IBIPORÃ,1,PR,80,0,39835,31294,24068,2920,1827,0,25895,31294,1594
Deputado Estadual,75930,ICARAÍMA,1,PR,172,0,7249,5555,4787,256,393,0,5180,5555,112
Deputado Estadual,75957,IGUARAÇU,1,PR,67,0,3912,3132,2726,137,166,0,2892,3132,101
Deputado Estadual,75973,IMBITUVA,1,PR,29,3,23267,19417,15708,1822,1178,0,16886,19417,607
Deputado Estadual,75990,INÁCIO MARTINS,1,PR,34,0,8144,6768,5677,337,529,0,6206,6768,193
Deputado Estadual,76015,INAJÁ,1,PR,91,0,2349,1929,1731,44,121,0,1852,1929,32
Deputado Estadual,76031,IPIRANGA,1,PR,36,4,11156,9526,7690,815,483,0,8173,9526,370
Deputado Estadual,76058,IPORÃ,1,PR,97,0,11950,9414,8184,449,506,0,8690,9414,267
Deputado Estadual,76074,IRATI,1,PR,34,1,45670,37803,31018,3058,2115,0,33133,37803,1582
Deputado Estadual,76090,IRETAMA,1,PR,141,0,7977,6130,5037,377,548,0,5585,6130,161
Deputado Estadual,76112,ITAGUAJÉ,1,PR,95,0,3590,2769,2411,99,186,0,2597,2769,69
Deputado Estadual,76139,ITAMBARACÁ,1,PR,57,0,5122,3856,3360,153,245,0,3605,3856,82
Deputado Estadual,76155,ITAMBÉ,1,PR,81,0,5213,4209,3648,200,213,0,3861,4209,147
Deputado Estadual,76171,ITAPEJARA D'OESTE,1,PR,73,0,9227,7447,6185,470,512,0,6697,7447,178
Deputado Estadual,76198,ITAÚNA DO SUL,1,PR,96,0,3046,2217,1894,90,177,0,2071,2217,56
Deputado Estadual,76210,IVAÍ,1,PR,36,0,10271,8813,7489,558,515,0,8004,8813,189
Deputado Estadual,76236,IVAIPORÃ,1,PR,93,0,25488,19754,16895,1085,1203,0,18098,19754,542
Deputado Estadual,76252,IVATUBA,1,PR,154,0,2792,2082,1858,88,79,0,1937,2082,55
Deputado Estadual,76279,JABOTI,1,PR,19,0,4204,3460,3021,132,199,0,3220,3460,86
Deputado Estadual,76295,JACAREZINHO,1,PR,24,0,29832,23598,19000,2148,1479,0,20479,23598,933
Deputado Estadual,76317,JAGUAPITÃ,1,PR,64,0,10577,8282,6818,686,440,0,7258,8282,323
Deputado Estadual,76333,JAGUARIAÍVA,1,PR,18,0,25634,20750,16324,1976,1230,0,17554,20750,680
Deputado Estadual,76350,JANDAIA DO SUL,1,PR,70,0,16355,13519,11232,1015,638,0,11870,13519,625
Deputado Estadual,76376,JANIÓPOLIS,1,PR,183,0,4978,3844,3201,192,358,0,3559,3844,87
Deputado Estadual,76392,JAPIRA,1,PR,79,0,3723,2957,2203,189,205,0,2408,2957,99
Deputado Estadual,76414,JAPURÁ,1,PR,149,0,7195,5896,5072,320,323,0,5395,5896,157
Deputado Estadual,76430,JARDIM ALEGRE,1,PR,93,1,9652,7369,6177,392,514,0,6691,7369,188
Deputado Estadual,76457,JARDIM OLINDA,1,PR,91,0,1232,1052,932,28,63,0,995,1052,27
Deputado Estadual,76473,JATAIZINHO,1,PR,80,0,9455,7526,6381,421,432,0,6813,7526,207
Deputado Estadual,76490,JOAQUIM TÁVORA,1,PR,55,0,9227,7292,5682,523,463,0,6145,7292,362
Deputado Estadual,76511,JUNDIAÍ DO SUL,1,PR,82,0,2676,2059,1797,72,139,0,1936,2059,43
Deputado Estadual,76538,JUSSARA,1,PR,149,0,5510,4456,3784,255,284,0,4068,4456,125
Deputado Estadual,76554,KALORÉ,1,PR,70,0,3807,3208,2811,131,183,0,2994,3208,80
Deputado Estadual,76570,LAPA,1,PR,10,0,36381,30231,23073,3555,1986,0,25059,30231,1583
Deputado Estadual,76597,LARANJEIRAS DO SUL,1,PR,45,0,24223,19576,16395,1230,1340,0,17735,19576,586
Deputado Estadual,76619,LEÓPOLIS,1,PR,26,0,3389,2767,2504,64,137,0,2641,2767,58
Deputado Estadual,76635,LOANDA,1,PR,85,0,15033,12376,11062,414,666,0,11728,12376,233
Deputado Estadual,76651,LOBATO,1,PR,150,0,3789,3155,2734,140,162,0,2896,3155,117
Deputado Estadual,76678,LONDRINA,1,PR,41,0,100151,80309,64026,5694,4054,0,68080,80309,4077
Deputado Estadual,76678,LONDRINA,1,PR,42,0,99883,82091,69572,4082,3690,0,73262,82091,2995
Deputado Estadual,76678,LONDRINA,1,PR,146,1,96910,78363,63286,5355,4339,0,67625,78363,3316
Deputado Estadual,76678,LONDRINA,1,PR,157,0,96385,76303,58995,6476,4142,0,63137,76303,4505
Deputado Estadual,76694,LUPIONÓPOLIS,1,PR,159,0,3940,3213,2752,137,182,0,2934,3213,118
Deputado Estadual,76716,MALLET,1,PR,37,0,10665,8821,7006,737,485,0,7491,8821,589
Deputado Estadual,76732,MAMBORÊ,1,PR,170,0,10819,8804,7500,563,543,0,8043,8804,195
Deputado Estadual,76759,MANDAGUAÇU,1,PR,102,0,19465,14967,12172,1337,778,0,12950,14967,667
Deputado Estadual,76775,MANDAGUARI,1,PR,60,0,28076,22344,17906,1988,1331,0,19237,22344,1112
Deputado Estadual,76791,MANDIRITUBA,1,PR,144,1,18932,15471,12327,1451,939,0,13266,15471,716
Deputado Estadual,76813,MANOEL RIBAS,1,PR,196,0,10592,8742,7585,409,552,0,8137,8742,165
Deputado Estadual,76830,MARECHAL CÂNDIDO RONDON,1,PR,121,20,41229,33097,29040,1724,1441,0,30481,33097,865
Deputado Estadual,76856,MARIA HELENA,1,PR,142,0,4726,3885,3435,108,288,0,3723,3885,52
Deputado Estadual,76872,MARIALVA,1,PR,81,1,30258,23442,19165,2054,1255,0,20420,23442,932
Deputado Estadual,76899,MARILUZ,1,PR,86,0,8161,6237,5254,385,432,0,5686,6237,162
Deputado Estadual,76910,MARINGÁ,1,PR,66,0,99491,80595,70749,3902,3407,0,74156,80595,2470
Deputado Estadual,76910,MARINGÁ,1,PR,137,0,96610,76539,64636,5191,3836,0,68472,76539,2799
Deputado Estadual,76910,MARINGÁ,1,PR,192,0,98290,78628,66341,5073,3899,0,70240,78628,3204
Deputado Estadual,76937,MARIÓPOLIS,1,PR,47,0,5262,4387,3673,327,240,0,3913,4387,142
Deputado Estadual,76953,MARMELEIRO,1,PR,140,0,11490,9503,7959,741,544,0,8503,9503,251
Deputado Estadual,76970,MARUMBI,1,PR,70,0,3702,3207,2755,156,198,0,2953,3207,97
Deputado Estadual,76996,MATELÂNDIA,1,PR,118,0,13890,10696,9599,465,449,0,10048,10696,172
Deputado Estadual,77011,MEDIANEIRA,1,PR,114,0,38584,30204,24814,2403,1797,0,26611,30204,859
Deputado Estadual,77038,MIRADOR,1,PR,100,0,2169,1684,1497,47,129,0,1626,1684,10
Deputado Estadual,77054,MIRASELVA,1,PR,65,0,1755,1539,1393,54,68,0,1461,1539,21
Deputado Estadual,77070,MOREIRA SALES,1,PR,92,0,9750,7596,6315,462,588,0,6903,7596,216
Deputado Estadual,77097,MORRETES,1,PR,51,1,13744,10937,9327,704,570,0,9897,10937,316
Deputado Estadual,77119,MUNHOZ DE MELO,1,PR,150,0,3370,2785,2504,105,130,0,2634,2785,44
Deputado Estadual,77135,NOSSA SENHORA DAS GRAÇAS,1,PR,95,0,3062,2538,2139,160,157,0,2296,2538,80
Deputado Estadual,77151,NOVA ALIANÇA DO IVAÍ,1,PR,72,0,1444,1213,1117,23,58,0,1175,1213,15
Deputado Estadual,77178,NOVA AMÉRICA DA COLINA,1,PR,35,0,3096,2649,2358,99,132,0,2490,2649,58
Deputado Estadual,77194,NOVA CANTU,1,PR,169,0,5894,4753,4169,155,367,0,4536,4753,61
Deputado Estadual,77216,NOVA ESPERANÇA,1,PR,71,0,20990,15875,13106,1221,969,0,14075,15875,569
Deputado Estadual,77232,NOVA FÁTIMA,1,PR,108,0,6384,4780,3954,311,260,0,4214,4780,132
Deputado Estadual,77259,NOVA LONDRINA,1,PR,96,0,10591,7586,6458,445,421,0,6879,7586,235
Deputado Estadual,77275,ORTIGUEIRA,1,PR,167,0,19007,14506,11697,954,1136,0,12833,14506,271
Deputado Estadual,77291,OURIZONA,1,PR,102,0,2856,2322,2013,91,126,0,2139,2322,89
Deputado Estadual,77313,PAIÇANDU,1,PR,154,0,29015,23045,17992,2395,1517,0,19509,23045,1117
Deputado Estadual,77330,PALMAS,1,PR,32,0,32152,24072,19474,2179,1872,0,21346,24072,522
Deputado Estadual,77356,PALMEIRA,1,PR,13,0,26573,22243,17463,2190,1261,0,18724,22243,964
Deputado Estadual,77372,PALMITAL,1,PR,134,1,10869,8494,7461,312,549,0,8010,8494,154
Deputado Estadual,77399,PALOTINA,1,PR,124,0,24958,19960,17655,988,892,0,18547,19960,414
Deputado Estadual,77410,PARAÍSO DO NORTE,1,PR,100,0,9957,7949,6833,422,464,0,7297,7949,196
Deputado Estadual,77437,PARANACITY,1,PR,91,0,7875,5994,4886,470,372,0,5258,5994,258
Deputado Estadual,77453,PARANAGUÁ,1,PR,5,0,105242,85393,73896,5602,3681,0,77577,85393,2074
Deputado Estadual,77470,PARANAPOEMA,1,PR,91,0,2081,1763,1599,40,101,0,1700,1763,23
Deputado Estadual,77496,PARANAVAÍ,1,PR,72,0,63928,50848,45063,2259,2255,0,47318,50848,1206
Deputado Estadual,77518,PATO BRANCO,1,PR,73,2,65094,51764,44346,3531,2432,0,46778,51764,1337
Deputado Estadual,77534,PAULA FREITAS,1,PR,33,2,4506,3723,3089,275,240,0,3329,3723,119
Deputado Estadual,77550,PAULO FRONTIN,1,PR,37,0,5528,4715,3753,464,290,0,4043,4715,208
Deputado Estadual,77577,PEABIRU,1,PR,74,0,10574,8143,6875,495,510,0,7385,8143,243
Deputado Estadual,77593,PÉROLA D'OESTE,1,PR,107,0,5381,4379,3966,135,203,0,4169,4379,73
Deputado Estadual,77615,PIÊN,1,PR,144,0,10004,8759,7231,715,476,0,7707,8759,335
Deputado Estadual,77631,PINHALÃO,1,PR,19,1,5497,4451,3557,219,256,0,3813,4451,129
Deputado Estadual,77658,PINHÃO,1,PR,160,5,23747,18118,14661,1332,1597,0,16258,18118,507
Deputado Estadual,77674,PIRAÍ DO SUL,1,PR,27,0,18825,15160,8523,2006,878,0,9401,15160,557
Deputado Estadual,77690,PIRAQUARA,1,PR,155,0,69458,55236,44776,4733,2763,0,47539,55236,1833
Deputado Estadual,77712,PITANGA,1,PR,38,1,27150,20921,18113,903,1190,0,19303,20921,419
Deputado Estadual,77739,PLANALTINA DO PARANÁ,1,PR,94,0,3195,2685,2394,78,156,0,2550,2685,54
Deputado Estadual,77755,PLANALTO,1,PR,107,0,10664,8505,7502,351,458,0,7960,8505,193
Deputado Estadual,77771,PONTA GROSSA,1,PR,14,0,86681,70956,60270,4543,2906,0,63176,70956,2625
Deputado Estadual,77771,PONTA GROSSA,1,PR,15,0,94791,77835,65190,5736,3540,0,68730,77835,2815
Deputado Estadual,77771,PONTA GROSSA,1,PR,139,0,70457,57643,48017,4376,2721,0,50738,57643,2150
Deputado Estadual,77798,PORECATU,1,PR,65,0,9798,7651,6543,431,444,0,6987,7651,200
Deputado Estadual,77810,PORTO AMAZONAS,1,PR,13,0,3777,3092,2529,278,160,0,2689,3092,123
Deputado Estadual,77836,PORTO RICO,1,PR,85,0,2558,2155,1928,76,107,0,2035,2155,40
Deputado Estadual,77852,PORTO VITÓRIA,1,PR,153,1,3151,2549,2126,217,125,0,2251,2549,79
Deputado Estadual,77879,PRESIDENTE CASTELO BRANCO,1,PR,71,0,4024,3155,2630,233,185,0,2815,3155,104
Deputado Estadual,77895,PRIMEIRO DE MAIO,1,PR,104,0,8770,7065,6105,370,351,0,6456,7065,219
Deputado Estadual,77917,PRUDENTÓPOLIS,1,PR,30,5,38743,31688,24424,2541,2280,0,26704,31688,1508
Deputado Estadual,77933,QUATIGUÁ,1,PR,55,0,6660,5373,4494,313,321,0,4815,5373,220
Deputado Estadual,77950,QUATRO BARRAS,1,PR,195,1,16711,13863,11406,1125,754,0,12160,13863,550
Deputado Estadual,77976,QUERÊNCIA DO NORTE,1,PR,85,0,7855,6548,5707,248,437,0,6144,6548,128
Deputado Estadual,77992,QUINTA DO SOL,1,PR,116,0,4366,3423,2999,121,229,0,3228,3423,69
Deputado Estadual,78018,QUITANDINHA,1,PR,11,1,13474,11481,9242,1032,656,0,9898,11481,527
Deputado Estadual,78034,RANCHO ALEGRE,1,PR,84,0,3122,2526,2242,73,142,0,2384,2526,65
Deputado Estadual,78050,REALEZA,1,PR,130,1,14781,11573,9645,659,670,0,10315,11573,283
Deputado Estadual,78077,REBOUÇAS,1,PR,62,0,11915,10104,8356,853,552,0,8908,10104,330
Deputado Estadual,78093,RENASCENÇA,1,PR,140,1,5259,4383,3714,264,283,0,3997,4383,118
Deputado Estadual,78115,RESERVA,1,PR,39,1,20500,15665,12890,1161,1085,0,13975,15665,476
Deputado Estadual,78131,RIBEIRÃO CLARO,1,PR,23,0,9774,7463,5902,653,460,0,6362,7463,422
Deputado Estadual,78158,RIBEIRÃO DO PINHAL,1,PR,82,0,10427,7966,6722,473,483,0,7205,7966,226
Deputado Estadual,78174,RIO AZUL,1,PR,62,0,10882,9486,7954,585,526,0,8480,9486,393
Deputado Estadual,78190,RIO BOM,1,PR,76,0,2969,2415,2151,71,128,0,2279,2415,53
Deputado Estadual,78212,RIO BRANCO DO SUL,1,PR,156,1,26383,22000,17933,2077,1316,0,19249,22000,555
Deputado Estadual,78239,RIO NEGRO,1,PR,11,0,23885,19375,15348,2219,1025,0,16373,19375,771
Deputado Estadual,78255,ROLÂNDIA,1,PR,59,0,49226,39124,31493,3629,1893,0,33386,39124,1912
Deputado Estadual,78271,RONCADOR,1,PR,141,1,8677,6995,5881,380,549,0,6430,6995,170
Deputado Estadual,78298,RONDON,1,PR,100,0,7421,5873,4942,304,324,0,5266,5873,176
Deputado Estadual,78310,SABÁUDIA,1,PR,61,0,6059,5074,4343,296,236,0,4579,5074,198
Deputado Estadual,78336,SALGADO FILHO,1,PR,131,1,3560,2992,2580,171,193,0,2773,2992,48
Deputado Estadual,78352,SALTO DO ITARARÉ,1,PR,21,0,4289,3449,2870,193,252,0,3122,3449,105
Deputado Estadual,78379,SALTO DO LONTRA,1,PR,162,2,11163,9167,7825,610,566,0,8391,9167,161
Deputado Estadual,78395,SANTA AMÉLIA,1,PR,58,0,3043,2441,2151,92,144,0,2295,2441,52
Deputado Estadual,78417,SANTA CECÍLIA DO PAVÃO,1,PR,63,0,3071,2469,2178,59,153,0,2331,2469,72
Deputado Estadual,78433,SANTA CRUZ DE MONTE CASTELO,1,PR,94,0,6418,5375,4800,165,319,0,5119,5375,91
Deputado Estadual,78450,SANTA FÉ,1,PR,150,0,8937,7184,6179,340,415,0,6594,7184,237
Deputado Estadual,78476,SANTA INÊS,1,PR,95,0,1702,1430,1292,27,79,0,1371,1430,30
Deputado Estadual,78492,SANTA ISABEL DO IVAÍ,1,PR,94,0,6917,5543,4733,278,363,0,5096,5543,165
Deputado Estadual,78514,SANTA IZABEL DO OESTE,1,PR,130,0,9179,7408,6266,479,498,0,6764,7408,151
Deputado Estadual,78530,SANTA MARIANA,1,PR,109,0,9481,7283,6135,418,468,0,6603,7283,238
Deputado Estadual,78557,SANTANA DO ITARARÉ,1,PR,20,0,4476,3566,2935,246,287,0,3222,3566,93
Deputado Estadual,78573,SANTO ANTÔNIO DO SUDOESTE,1,PR,83,0,14976,12388,10964,408,814,0,11778,12388,197
Deputado Estadual,78590,SANTO ANTÔNIO DA PLATINA,1,PR,22,0,32605,25730,19748,2700,1601,0,21349,25730,1082
Deputado Estadual,78611,SANTO ANTONIO DO CAIUÁ,1,PR,87,0,2341,1857,1642,41,137,0,1779,1857,30
Deputado Estadual,78638,SANTO ANTÔNIO DO PARAÍSO,1,PR,99,0,2110,1772,1586,74,79,0,1665,1772,28
Deputado Estadual,78654,SANTO INÁCIO,1,PR,159,0,4549,3824,3394,122,211,0,3605,3824,93
Deputado Estadual,78670,SÃO CARLOS DO IVAÍ,1,PR,100,0,5369,4350,3851,178,198,0,4049,4350,105
Deputado Estadual,78697,SÃO JERÔNIMO DA SERRA,1,PR,63,0,8437,6439,5499,244,489,0,5988,6439,175
Deputado Estadual,78719,SÃO JOÃO,1,PR,151,1,8973,7486,6132,548,454,0,6586,7486,349
Deputado Estadual,78735,SÃO JOÃO DO CAIUÁ,1,PR,87,0,4856,3781,3135,216,296,0,3431,3781,86
Deputado Estadual,78751,SÃO JOÃO DO IVAÍ,1,PR,132,1,9024,6960,6072,282,452,0,6524,6960,134
Deputado Estadual,78778,SÃO JOÃO DO TRIUNFO,1,PR,52,3,11254,9538,7724,869,668,0,8392,9538,209
Deputado Estadual,78794,SÃO JORGE DO IVAÍ,1,PR,102,0,4792,3839,3465,143,157,0,3622,3839,73
Deputado Estadual,78816,SÃO JORGE D'OESTE,1,PR,151,0,7865,6778,5854,334,403,0,6257,6778,185
Deputado Estadual,78832,SÃO JOSÉ DA BOA VISTA,1,PR,20,0,4612,3719,3147,163,242,0,3389,3719,108
Deputado Estadual,78859,SÃO JOSÉ DOS PINHAIS,1,PR,8,0,110346,91029,74785,7289,4583,0,79368,91029,3937
Deputado Estadual,78859,SÃO JOSÉ DOS PINHAIS,1,PR,199,0,101369,81047,65716,7309,4165,0,69881,81047,3390
Deputado Estadual,78875,SÃO MATEUS DO SUL,1,PR,12,0,33748,27940,23387,2143,1530,0,24917,27940,832
Deputado Estadual,78891,SÃO MIGUEL DO IGUAÇU,1,PR,122,0,22729,17699,15515,728,975,0,16490,17699,375
Deputado Estadual,78913,SÃO PEDRO DO IVAÍ,1,PR,132,0,6989,5571,4604,371,393,0,4997,5571,202
Deputado Estadual,78930,SÃO PEDRO DO PARANÁ,1,PR,85,0,2417,2019,1821,53,116,0,1937,2019,29
Deputado Estadual,78956,SÃO SEBASTIÃO DA AMOREIRA,1,PR,35,0,6730,5353,4675,196,350,0,5025,5353,116
Deputado Estadual,78972,SÃO TOMÉ,1,PR,149,0,4596,3769,3186,205,214,0,3400,3769,125
Deputado Estadual,78999,SAPOPEMA,1,PR,119,0,5368,4163,3635,160,265,0,3900,4163,97
Deputado Estadual,79014,SENGÉS,1,PR,54,0,13633,10746,8859,723,721,0,9580,10746,434
Deputado Estadual,79030,SERTANEJA,1,PR,26,0,4772,3956,3520,126,197,0,3717,3956,97
Deputado Estadual,79057,SERTANÓPOLIS,1,PR,40,0,13107,10632,9049,680,495,0,9544,10632,387
Deputado Estadual,79073,SIQUEIRA CAMPOS,1,PR,21,0,15977,12516,9716,1132,780,0,10496,12516,741
Deputado Estadual,79090,TAMBOARA,1,PR,72,0,4082,3284,2753,142,213,0,2966,3284,124
